"F.ID","LAKE.ID","SITE.ID","METHOD","FCLASS","START.SEASON","END.SEASON","START.DATE","DURATION","TEMPERATURE","pH","O2.CAT","LIGHT.CAT","REPS","REF.ID.x","COMMENT.x","FLAG","FLAG.COMMENT","TP.FLUX.mg_m2_d.source","TP.FLUX.mg_m2_d.value","LAKE.NAME","PROVINCE","LAT","LONG","ELEVATION","LAKE.AREA","LAKE.MAXDEPTH","WATERBODY.TYPE","TROPHIC.STATE","RES.TIME","LAKEPH.CAT","REF.ID.1","REF.ID.2","REF.ID.3","REF.ID.4","REF.ID.5","REF.ID.6","COMMENT.y","ROCK.DETAIL","ROCK","SITE.DEPTH","LOI","SITE.SED.P","SITE.SED.Fe","SITE.DESC","REF.ID.y","COMMENT"
"F0098","PLA","PLAD","OTHER MODEL","","WINTER","SPRING","02/15/79 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,"1996_Dillon","winter multiyear average to 1988; mass balance calculation description on p2275",0,"","TP.VALUE_mg_m2_d",0.0120547945205479,"Plastic Lake","ON",45.1801,-78.822,379,0.3214,16,"Natural Lake","Oligotrophic",3.9,"Moderately Acidic","1996_Dillon","","","","","","Additional information in 1992_Rowan","orthogneiss","metamorphic rocks",NA,NA,NA,NA,"whole lake; for mass balance","1996_Dillon",""
"F0099","RCE","RCED","OTHER MODEL","","SUMMER","FALL","08/15/78 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",NA,"1996_Dillon","summer multiyear average to 1988; mass balance calculation description on p2275",0,"","TP.VALUE_mg_m2_d",0.0898630136986301,"Red Chalk Lake","ON",45.1898,-78.9477,343,0.13,38,"Natural Lake","Oligotrophic",2.63,"Moderately Acidic","1987_Nurnberg","1988_Nurnberg","1996_Dillon","","","","Additional information in 1992_Rowan","orthogneiss","metamorphic rocks",NA,NA,NA,NA,"whole Red Chalk; for mass balance","1996_Dillon",""
"F0100","RCE","RCED","OTHER MODEL","","WINTER","SPRING","02/15/78 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,"1996_Dillon","winter multiyear average to 1988; mass balance calculation description on p2275",0,"","TP.VALUE_mg_m2_d",0.0276712328767123,"Red Chalk Lake","ON",45.1898,-78.9477,343,0.13,38,"Natural Lake","Oligotrophic",2.63,"Moderately Acidic","1987_Nurnberg","1988_Nurnberg","1996_Dillon","","","","Additional information in 1992_Rowan","orthogneiss","metamorphic rocks",NA,NA,NA,NA,"whole Red Chalk; for mass balance","1996_Dillon",""
"F0105","AMK","AMNN","MASS BALANCE","Lnet","SUMMER","","07/15/80 00:00:00",NA,NA,8.8,"INSITU(HYPOXIC)","INSITU",1,"1997_Prepas","summer multiyear from 1980 to 1987; whole-lake experiment: low hypolimnetic oxygenation; release rate calculated as changes in total hypolimnetic TP mass (mg) between sampling dates, divided these values by the surface area at 10 m (mg/m2), and time-weigh",0,"","TP.VALUE_mg_m2_d",7.7,"Amisk Lake","AB",54.595,-112.641,614,5.5,60,"Natural Lake","Eutrophic",8,"Moderately Alkaline","1997_Prepas","2001_Burley","","","","","SOL_P and SOL_Fe in 1994_Manning(0127); north basin Zmax is 34m; WLE: north basin oxygenated in 1988 to 1993","nonmarine sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"north basin","1997_Prepas",""
"F0107","AMK","AMNS","MASS BALANCE","Lnet","SUMMER","","07/15/80 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",1,"1997_Prepas","summer multiyear from 1980 to 1987; whole-lake experiment: low hypolimnetic oxygenation; release rate calculated as changes in total hypolimnetic TP mass (mg) between sampling dates, divided these values by the surface area at 10 m (mg/m2), and time-weigh",0,"","TP.VALUE_mg_m2_d",11,"Amisk Lake","AB",54.595,-112.641,614,5.5,60,"Natural Lake","Eutrophic",8,"Moderately Alkaline","1997_Prepas","2001_Burley","","","","","SOL_P and SOL_Fe in 1994_Manning(0127); north basin Zmax is 34m; WLE: north basin oxygenated in 1988 to 1993","nonmarine sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"south basin","1997_Prepas",""
"F0108","AMK","AMNS","MASS BALANCE","Lnet","SUMMER","","07/15/89 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",1,"1997_Prepas","summer multiyear from 1989 to 1993; whole-lake experiment: high hypolimnetic oxygenation; release rate calculated as changes in total hypolimnetic TP mass (mg) between sampling dates, divided these values by the surface area at 10 m (mg/m2), and time-weig",0,"WLE: hypolimnion of north basin oxygenated","TP.VALUE_mg_m2_d",7.9,"Amisk Lake","AB",54.595,-112.641,614,5.5,60,"Natural Lake","Eutrophic",8,"Moderately Alkaline","1997_Prepas","2001_Burley","","","","","SOL_P and SOL_Fe in 1994_Manning(0127); north basin Zmax is 34m; WLE: north basin oxygenated in 1988 to 1993","nonmarine sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"south basin","1997_Prepas",""
"F0147","ONQ","QUBA","MASS BALANCE","Lnet","SUMMER","","08/15/72 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,"1999_Nicholls","summer multiyear average from 1972 to 1995, Figure 12, p257",0,"","TP.VALUE_mg_m2_d",1.33,"Lake Ontario/Bay of Quinte","ON",44.1466267,-77.2614967,75,254,52,"Natural Lake","Eutrophic",0.111111111111111,"Moderately Alkaline","1996_Manning","1990_Sly","1999_Nicholls","","","","Area of BoQ in 1993_Oluyedun","undivided sedimentary rocks","sedimentary rocks",5,NA,0.65,NA,"Bay of Quinte","1999_Nichols",""
"F0148","AMK","AMNW","OTHER MODEL","Lgross","SUMMER","","07/15/82 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",NA,"2001_Burley","summer; from Table 1, determined with Nurnberg's sediment regression; Mitchell & Prepas 1990 Atlas of Alberta Lakes",0,"","TP.VALUE_mg_m2_d",6.2,"Amisk Lake","AB",54.595,-112.641,614,5.5,60,"Natural Lake","Eutrophic",8,"Moderately Alkaline","1997_Prepas","2001_Burley","","","","","SOL_P and SOL_Fe in 1994_Manning(0127); north basin Zmax is 34m; WLE: north basin oxygenated in 1988 to 1993","nonmarine sedimentary rocks","sedimentary rocks",NA,NA,1.5,17.7,"whole lake","2001_Burley","sediment from north basin"
"F0149","BAP","BANW","OTHER MODEL","Lgross","SUMMER","","08/15/80 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",NA,"2001_Burley","multiyear from 1980 to 1987 (summers); from Table 1, determined with Nurnberg's sediment regression; Mitchell & Prepas 1990 Atlas of Alberta Lakes",0,"","TP.VALUE_mg_m2_d",11,"Baptiste Lake","AB",54.7368,-113.5514,579,9.81,27.5,"Natural Lake","Eutrophic",7,"Moderately Alkaline","2001_Reedyk","1990_Shaw(b)","1990_Shaw(c)","1999_Manning","1997_Prepas","2001_Burley","north basin Zmax is 15.5m, area is 5.07; south basin Zmax is 127.5, Ao is 4.74; Additional info 2011_Ballard, 1994_Babin","undivided sedimentary rocks","sedimentary rocks",NA,NA,3.3,27.6,"north basin","2001_Burley","sediment from north basin"
"F0150","CRK","CRKW","OTHER MODEL","Lgross","SUMMER","","07/15/92 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",NA,"2001_Burley","summer; from Table 1, determined with Nurnberg's sediment regression; Reedyk 2001",0,"","TP.VALUE_mg_m2_d",4.3,"Crooked Lake","AB",54.9166,-113.55,621,3.38,9,"Natural Lake","Eutrophic",7,"Moderately Alkaline","2001_Burley","2001_Reedyk","","","","","Additional information 2001_Prepas(b)","undivided sedimentary rocks","sedimentary rocks",NA,NA,1.6,25.2,"","2001_Burley",""
"F0151","TBR","TABW","OTHER MODEL","Lnet","SUMMER","","07/28/96 00:00:00",4,16,6.95,"INSITU(HYPOXIC)","INSITU",NA,"2001_Petticrew","release rates in Table 1",0,"","TP.VALUE_mg_m2_d",2.06,"Tabor Lake","BC",53.9244,-122.5342,703,3.8,9.2,"Natural Lake","Eutrophic",NA,"Moderately Alkaline","2001_Petticrew","","","","","","","undivided volcanic rocks","volcanic rocks",9.2,NA,NA,NA,"deepest site in Tabor Lake","2001_Petticrew","Table 1 has Sol_P in mg/g WET weight"
"F0152","TBR","TABW","OTHER MODEL","Lnet","SUMMER","","08/05/96 00:00:00",3,17,7.02,"INSITU(OXIC)","INSITU",NA,"2001_Petticrew","release rates in Table 1",0,"","TP.VALUE_mg_m2_d",-4.64,"Tabor Lake","BC",53.9244,-122.5342,703,3.8,9.2,"Natural Lake","Eutrophic",NA,"Moderately Alkaline","2001_Petticrew","","","","","","","undivided volcanic rocks","volcanic rocks",9.2,NA,NA,NA,"deepest site in Tabor Lake","2001_Petticrew","Table 1 has Sol_P in mg/g WET weight"
"F0153","TBR","TABW","OTHER MODEL","Lnet","SUMMER","","08/11/96 00:00:00",4,17,6.76,"INSITU(OXIC)","INSITU",NA,"2001_Petticrew","release rates in Table 1",0,"","TP.VALUE_mg_m2_d",3.97,"Tabor Lake","BC",53.9244,-122.5342,703,3.8,9.2,"Natural Lake","Eutrophic",NA,"Moderately Alkaline","2001_Petticrew","","","","","","","undivided volcanic rocks","volcanic rocks",9.2,NA,NA,NA,"deepest site in Tabor Lake","2001_Petticrew","Table 1 has Sol_P in mg/g WET weight"
"F0154","TBR","TABW","OTHER MODEL","Lnet","SUMMER","","08/18/96 00:00:00",4,17,6.97,"INSITU(OXIC)","INSITU",NA,"2001_Petticrew","release rates in Table 1",0,"","TP.VALUE_mg_m2_d",0,"Tabor Lake","BC",53.9244,-122.5342,703,3.8,9.2,"Natural Lake","Eutrophic",NA,"Moderately Alkaline","2001_Petticrew","","","","","","","undivided volcanic rocks","volcanic rocks",9.2,NA,NA,NA,"deepest site in Tabor Lake","2001_Petticrew","Table 1 has Sol_P in mg/g WET weight"
"F0155","TBR","TABW","OTHER MODEL","Lnet","SUMMER","","08/25/96 00:00:00",4,16,6.95,"INSITU(OXIC)","INSITU",NA,"2001_Petticrew","release rates in Table 1",0,"","TP.VALUE_mg_m2_d",0.08,"Tabor Lake","BC",53.9244,-122.5342,703,3.8,9.2,"Natural Lake","Eutrophic",NA,"Moderately Alkaline","2001_Petticrew","","","","","","","undivided volcanic rocks","volcanic rocks",9.2,NA,NA,NA,"deepest site in Tabor Lake","2001_Petticrew","Table 1 has Sol_P in mg/g WET weight"
"F0156","TBR","TABW","OTHER MODEL","Lnet","FALL","","09/02/96 00:00:00",3,16,6.52,"INSITU(OXIC)","INSITU",NA,"2001_Petticrew","release rates in Table 1",0,"","TP.VALUE_mg_m2_d",0,"Tabor Lake","BC",53.9244,-122.5342,703,3.8,9.2,"Natural Lake","Eutrophic",NA,"Moderately Alkaline","2001_Petticrew","","","","","","","undivided volcanic rocks","volcanic rocks",9.2,NA,NA,NA,"deepest site in Tabor Lake","2001_Petticrew","Table 1 has Sol_P in mg/g WET weight"
"F0157","TBR","TABW","OTHER MODEL","Lnet","FALL","","09/09/96 00:00:00",2,15,7.04,"INSITU(OXIC)","INSITU",NA,"2001_Petticrew","release rates in Table 1",0,"","TP.VALUE_mg_m2_d",-0.45,"Tabor Lake","BC",53.9244,-122.5342,703,3.8,9.2,"Natural Lake","Eutrophic",NA,"Moderately Alkaline","2001_Petticrew","","","","","","","undivided volcanic rocks","volcanic rocks",9.2,NA,NA,NA,"deepest site in Tabor Lake","2001_Petticrew","Table 1 has Sol_P in mg/g WET weight"
"F0158","TBR","TABW","OTHER MODEL","Lnet","FALL","","09/15/96 00:00:00",3,14,7.09,"INSITU(OXIC)","INSITU",NA,"2001_Petticrew","release rates in Table 1",0,"","TP.VALUE_mg_m2_d",0.24,"Tabor Lake","BC",53.9244,-122.5342,703,3.8,9.2,"Natural Lake","Eutrophic",NA,"Moderately Alkaline","2001_Petticrew","","","","","","","undivided volcanic rocks","volcanic rocks",9.2,NA,NA,NA,"deepest site in Tabor Lake","2001_Petticrew","Table 1 has Sol_P in mg/g WET weight"
"F0159","TBR","TABW","OTHER MODEL","Lnet","FALL","","09/23/96 00:00:00",2,12,7.25,"INSITU(OXIC)","INSITU",NA,"2001_Petticrew","release rates in Table 1",0,"","TP.VALUE_mg_m2_d",0.84,"Tabor Lake","BC",53.9244,-122.5342,703,3.8,9.2,"Natural Lake","Eutrophic",NA,"Moderately Alkaline","2001_Petticrew","","","","","","","undivided volcanic rocks","volcanic rocks",9.2,NA,NA,NA,"deepest site in Tabor Lake","2001_Petticrew","Table 1 has Sol_P in mg/g WET weight"
"F0160","HFM","HFMV","OTHER MODEL","Lgross","SUMMER","","07/15/82 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,"2001_Prepas","summer; p1094; calculated as the slope of the regression line of whole-lake TP mass (g/m2) against time, for the period of distinct thermal stratification",0,"","TP.VALUE_mg_m2_d",7.6,"Halfmoon Lake","AB",53.4322,-113.0948,741,0.41,8.5,"Natural Lake","Hypereutrophic",60,"Moderately Alkaline","1994_Babin","2001_Prepas","1984_Riley","2001_Reedyk","","","Additional info in 1994_Babin; WLE: lime added Jul-1988, Aug-1989, May-1991, May-1993","nonmarine sedimentary rocks","sedimentary rocks",8,NA,1.70375,17.4495,"deepest site in Halfmoon Lak","2001_Prepas","Site_Sol_P and Fe determined from Figure 5 a and b as mean of 4 yearly values"
"F0173","BAP","BANR","OTHER MODEL","Lgross","WINTER","","01/15/91 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",NA,"2001_Reedyk","release rates in Table 4",0,"","TP.VALUE_mg_m2_d",0.8,"Baptiste Lake","AB",54.7368,-113.5514,579,9.81,27.5,"Natural Lake","Eutrophic",7,"Moderately Alkaline","2001_Reedyk","1990_Shaw(b)","1990_Shaw(c)","1999_Manning","1997_Prepas","2001_Burley","north basin Zmax is 15.5m, area is 5.07; south basin Zmax is 127.5, Ao is 4.74; Additional info 2011_Ballard, 1994_Babin","undivided sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"north basin","2001_Reedyk",""
"F0174","BAP","BANR","OTHER MODEL","Lgross","SUMMER","","07/15/91 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",NA,"2001_Reedyk","release rates in Table 4",0,"","TP.VALUE_mg_m2_d",7.3,"Baptiste Lake","AB",54.7368,-113.5514,579,9.81,27.5,"Natural Lake","Eutrophic",7,"Moderately Alkaline","2001_Reedyk","1990_Shaw(b)","1990_Shaw(c)","1999_Manning","1997_Prepas","2001_Burley","north basin Zmax is 15.5m, area is 5.07; south basin Zmax is 127.5, Ao is 4.74; Additional info 2011_Ballard, 1994_Babin","undivided sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"north basin","2001_Reedyk",""
"F0175","BAP","BANR","OTHER MODEL","Lgross","WINTER","","01/15/92 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",NA,"2001_Reedyk","release rates in Table 4",0,"","TP.VALUE_mg_m2_d",0.2,"Baptiste Lake","AB",54.7368,-113.5514,579,9.81,27.5,"Natural Lake","Eutrophic",7,"Moderately Alkaline","2001_Reedyk","1990_Shaw(b)","1990_Shaw(c)","1999_Manning","1997_Prepas","2001_Burley","north basin Zmax is 15.5m, area is 5.07; south basin Zmax is 127.5, Ao is 4.74; Additional info 2011_Ballard, 1994_Babin","undivided sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"north basin","2001_Reedyk",""
"F0176","BAP","BANR","OTHER MODEL","Lgross","SUMMER","","07/15/92 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",NA,"2001_Reedyk","release rates in Table 4",0,"","TP.VALUE_mg_m2_d",7.1,"Baptiste Lake","AB",54.7368,-113.5514,579,9.81,27.5,"Natural Lake","Eutrophic",7,"Moderately Alkaline","2001_Reedyk","1990_Shaw(b)","1990_Shaw(c)","1999_Manning","1997_Prepas","2001_Burley","north basin Zmax is 15.5m, area is 5.07; south basin Zmax is 127.5, Ao is 4.74; Additional info 2011_Ballard, 1994_Babin","undivided sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"north basin","2001_Reedyk",""
"F0177","BAP","BANR","OTHER MODEL","Lgross","SUMMER","","07/15/93 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",NA,"2001_Reedyk","release rates in Table 4",0,"","TP.VALUE_mg_m2_d",3.1,"Baptiste Lake","AB",54.7368,-113.5514,579,9.81,27.5,"Natural Lake","Eutrophic",7,"Moderately Alkaline","2001_Reedyk","1990_Shaw(b)","1990_Shaw(c)","1999_Manning","1997_Prepas","2001_Burley","north basin Zmax is 15.5m, area is 5.07; south basin Zmax is 127.5, Ao is 4.74; Additional info 2011_Ballard, 1994_Babin","undivided sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"north basin","2001_Reedyk",""
"F0178","BAP","BASR","OTHER MODEL","Lgross","WINTER","","01/15/91 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",NA,"2001_Reedyk","release rates in Table 4",0,"","TP.VALUE_mg_m2_d",0.7,"Baptiste Lake","AB",54.7368,-113.5514,579,9.81,27.5,"Natural Lake","Eutrophic",7,"Moderately Alkaline","2001_Reedyk","1990_Shaw(b)","1990_Shaw(c)","1999_Manning","1997_Prepas","2001_Burley","north basin Zmax is 15.5m, area is 5.07; south basin Zmax is 127.5, Ao is 4.74; Additional info 2011_Ballard, 1994_Babin","undivided sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"south basin","2001_Reedyk",""
"F0179","BAP","BASR","OTHER MODEL","Lgross","SUMMER","","07/15/91 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",NA,"2001_Reedyk","release rates in Table 4",0,"","TP.VALUE_mg_m2_d",4.4,"Baptiste Lake","AB",54.7368,-113.5514,579,9.81,27.5,"Natural Lake","Eutrophic",7,"Moderately Alkaline","2001_Reedyk","1990_Shaw(b)","1990_Shaw(c)","1999_Manning","1997_Prepas","2001_Burley","north basin Zmax is 15.5m, area is 5.07; south basin Zmax is 127.5, Ao is 4.74; Additional info 2011_Ballard, 1994_Babin","undivided sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"south basin","2001_Reedyk",""
"F0180","BAP","BASR","OTHER MODEL","Lgross","WINTER","","01/15/92 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,"2001_Reedyk","release rates in Table 4",0,"","TP.VALUE_mg_m2_d",1.2,"Baptiste Lake","AB",54.7368,-113.5514,579,9.81,27.5,"Natural Lake","Eutrophic",7,"Moderately Alkaline","2001_Reedyk","1990_Shaw(b)","1990_Shaw(c)","1999_Manning","1997_Prepas","2001_Burley","north basin Zmax is 15.5m, area is 5.07; south basin Zmax is 127.5, Ao is 4.74; Additional info 2011_Ballard, 1994_Babin","undivided sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"south basin","2001_Reedyk",""
"F0181","BAP","BASR","OTHER MODEL","Lgross","SUMMER","","07/15/92 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",NA,"2001_Reedyk","release rates in Table 4",0,"","TP.VALUE_mg_m2_d",8.9,"Baptiste Lake","AB",54.7368,-113.5514,579,9.81,27.5,"Natural Lake","Eutrophic",7,"Moderately Alkaline","2001_Reedyk","1990_Shaw(b)","1990_Shaw(c)","1999_Manning","1997_Prepas","2001_Burley","north basin Zmax is 15.5m, area is 5.07; south basin Zmax is 127.5, Ao is 4.74; Additional info 2011_Ballard, 1994_Babin","undivided sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"south basin","2001_Reedyk",""
"F0182","BAP","BASR","OTHER MODEL","Lgross","SUMMER","","07/15/93 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",NA,"2001_Reedyk","release rates in Table 4",0,"","TP.VALUE_mg_m2_d",2.8,"Baptiste Lake","AB",54.7368,-113.5514,579,9.81,27.5,"Natural Lake","Eutrophic",7,"Moderately Alkaline","2001_Reedyk","1990_Shaw(b)","1990_Shaw(c)","1999_Manning","1997_Prepas","2001_Burley","north basin Zmax is 15.5m, area is 5.07; south basin Zmax is 127.5, Ao is 4.74; Additional info 2011_Ballard, 1994_Babin","undivided sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"south basin","2001_Reedyk",""
"F0183","CRK","CRNW","OTHER MODEL","Lgross","WINTER","","01/15/90 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",NA,"2001_Reedyk","release rates in Table 4",0,"","TP.VALUE_mg_m2_d",-0.9,"Crooked Lake","AB",54.9166,-113.55,621,3.38,9,"Natural Lake","Eutrophic",7,"Moderately Alkaline","2001_Burley","2001_Reedyk","","","","","Additional information 2001_Prepas(b)","undivided sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"","2001_Reedyk",""
"F0184","CRK","CRNW","OTHER MODEL","Lgross","SUMMER","","07/15/90 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",NA,"2001_Reedyk","release rates in Table 4",0,"","TP.VALUE_mg_m2_d",4.8,"Crooked Lake","AB",54.9166,-113.55,621,3.38,9,"Natural Lake","Eutrophic",7,"Moderately Alkaline","2001_Burley","2001_Reedyk","","","","","Additional information 2001_Prepas(b)","undivided sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"","2001_Reedyk",""
"F0185","CRK","CRNW","OTHER MODEL","Lgross","WINTER","","01/15/91 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",NA,"2001_Reedyk","release rates in Table 4",0,"","TP.VALUE_mg_m2_d",0.9,"Crooked Lake","AB",54.9166,-113.55,621,3.38,9,"Natural Lake","Eutrophic",7,"Moderately Alkaline","2001_Burley","2001_Reedyk","","","","","Additional information 2001_Prepas(b)","undivided sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"","2001_Reedyk",""
"F0186","CRK","CRNW","OTHER MODEL","Lgross","SUMMER","","07/15/91 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,"2001_Reedyk","release rates in Table 4",0,"","TP.VALUE_mg_m2_d",4.6,"Crooked Lake","AB",54.9166,-113.55,621,3.38,9,"Natural Lake","Eutrophic",7,"Moderately Alkaline","2001_Burley","2001_Reedyk","","","","","Additional information 2001_Prepas(b)","undivided sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"","2001_Reedyk",""
"F0187","CRK","CRNW","OTHER MODEL","Lgross","WINTER","","01/15/92 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",NA,"2001_Reedyk","release rates in Table 4",0,"","TP.VALUE_mg_m2_d",0.6,"Crooked Lake","AB",54.9166,-113.55,621,3.38,9,"Natural Lake","Eutrophic",7,"Moderately Alkaline","2001_Burley","2001_Reedyk","","","","","Additional information 2001_Prepas(b)","undivided sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"","2001_Reedyk",""
"F0188","CRK","CRNW","OTHER MODEL","Lgross","SUMMER","","07/15/92 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,"2001_Reedyk","release rates in Table 4",0,"","TP.VALUE_mg_m2_d",5,"Crooked Lake","AB",54.9166,-113.55,621,3.38,9,"Natural Lake","Eutrophic",7,"Moderately Alkaline","2001_Burley","2001_Reedyk","","","","","Additional information 2001_Prepas(b)","undivided sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"","2001_Reedyk",""
"F0189","CRK","CRNW","OTHER MODEL","Lgross","SUMMER","","07/15/93 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,"2001_Reedyk","release rates in Table 4",0,"","TP.VALUE_mg_m2_d",2.7,"Crooked Lake","AB",54.9166,-113.55,621,3.38,9,"Natural Lake","Eutrophic",7,"Moderately Alkaline","2001_Burley","2001_Reedyk","","","","","Additional information 2001_Prepas(b)","undivided sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"","2001_Reedyk",""
